company,positionName,location,clean!,url
Smile Brands Inc.,Patient Service Representative,"Plano, TX 75024",customer energy office family customer plus bonus bonus salary base bonus range insurance affiliate online web prospect customer general insurance office scheduling discount cash payer insurance status eligibility office productivity ged microsoft word excel learning customer insurance,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DcNbQtVDx3DUCLSH-bSUdFLy88KIr4AWllF_VMvaQMvL7eKAMC6H8O4XI1Gt7FU-FBANuFEICASCLTaof_Wl2v1f4S_A0Z4hyG-CI-6eepOVK-COmX2KrXaScjV60-ebCCSeIxX7M49hHIf_RUpvsFS7jBd1vozFtx7bn8OOFe7KkQxUwfz8xz41xVv426OTcE_mfdbYMeTo-GBfKQY1kYyhtOwDY4ALXxukHxyS2EA4xg0dojytk0lMM2TVqHKJrmp_BPQVWCwYqTjJf0JTS1rkj9tlkTo9Aqo3uUoY6FsZRYf8FD48tRSnLk1oL_TykjlXe6wus2UCn9no86XHQ7WhStABjBcH1tXEOFJxyE1hluG2lxhr4iJeKt7mumob7-U3-2Y9JgPsksRcQB_mWpO_0pl9jmY_3Rx_0nKxeU9COJ3i0H9HD0DJBQkW2K93smKcHLa0GRFQ6o2lSIX6FnteZeTRXR0EHfBYuoqtEUD2ZypUPpYgOP_ReJhp-MxNU4QfJW6GaXQI1c0___-IOzh4K9up1o9vez9S0czWbjgB3ybrDzKe-HR1ETlN2ZtB0=&xkcb=SoBy-_M3X8GAbfAVDj0KbzkdCdPP&p=8&fvj=0&vjs=3
Midlothian Heathcare Center,Certified Medication Aide,"Midlothian, TX 76065",bonus pay insurance insurance parking health insurance health insurance training insurance overtime availability pay overtime pay signing bonus one,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARkOfL8QM7qOepVDX57YGYSDhBXG9cTwvdkYLwE_KLv0yKQskB7FDNEpRSMKe2-1CxpDNAFR7wCh_5lxGOf8x18nAJiedpkGyDteXEHaezQ7jbAbqyueKDkBcqG9Blzo2fk-P2Y3oHABIVBfXhCc5IUxY5G_cFbQ0GONgEax2DxWhNX9yN58jloSWuD6ECAeFCPFnORETFFGWeTDB2byKci7adV0TG0SRqUjIXNByaZLkV7fd6fiwD24bIZOPdEUcWzmdhcxyDd7u4BYzjUgSE9KjjZLQZ_NKWhXUz9ejKr-zgUa150LdPlw5cKv5VtQWRlKH_vPUeeVR5Kr1A4_P4RTJrhpH1yDXjpTY_PghrlGpkux2xJIL7Bh4rXT7t_drvAEOqUpD2idY-WQFFIiVmnq64kfl0olhYkf9NUyM_7xbJjgomaoaAkhO-HGF_OskLKTg0fULOBy11hJo3R6brvENUvwquK8Dkzq8ZdFdW5cEGChoMsnWXS1N0mQxtguk=&xkcb=SoBu-_M3X8GAbcAVDj0KbzkdCdPP&p=1&fvj=1&vjs=3
My Eye Lab DFW,Optical Sales Associate,"Richardson, TX 75080",plus customer customer store promotional customer customer eyewear fit prescription resolve customer osha performing basic pay insurance availability pay bonus pay commission pay consideration mask store one,https://www.indeed.com/company/My-Eye-Lab-DFW/jobs/Optical-Sales-Associate-791370061cf25255?fccid=ff2b034be8a00aa1&vjs=3
Pain and Injury,Chiropractic Assistant/Receptionist,"Irving, TX 75062",spanish office customer bonus fit chiropractic scheduling flow customer pto health insurance pay insurance health insurance insurance availability consideration mask customer terminology one,https://www.indeed.com/company/183-Pain-and-Injury/jobs/Chiropractic-Assistant-Receptionist-dd524a69754d58fe?fccid=24e08d5ff6ee0135&vjs=3
Brentwood Place Three,Dietary Aide / Full-Time,"Dallas, TX 75227",insurance health insurance insurance insurance leadership listen visit one cooking storage preparation preparation preparation washing fruit meat nutrition mop wash pan wash dishwashing,https://www.indeed.com/rc/clk?jk=1476d4d4b328a9e7&fccid=4d1938528ee12fe6&vjs=3
Mednax,Patient Service Associate,"Mansfield, TX",clinic flow clinic record interfacing revenue chart insurance authorization office flow family insurance etiquette insurance insurance insurance insurance authorization scheduling testing energy pay cash box insurance office confidentiality chart preparation maintenance filing copying record customer insurance chart authorization flow insurance clinic office registration insurance office one customer terminology office form insurance government payer travel satellite office general demand,https://www.indeed.com/rc/clk?jk=13072f0da67fca99&fccid=2b2d4c5d09b2189b&vjs=3
Stream IT,Desktop Support Engineer,"Dallas, TX",one form computing vdi window troubleshooting office internet troubleshooting print scanning office dell troubleshooting office troubleshooting mobile window one drive window router application packaging office microsoft window salary insurance window troubleshooting travel road,https://www.indeed.com/company/Stream-IT/jobs/Desktop-Support-Engineer-6e7463af076d60e1?fccid=779e2313f54ee932&vjs=3
Wylie ISD,Computer Technician,"Wylie, TX 75098",application maintenance technology ged comptia plus workstation window mac plus application cable diagnose project pay insurance health insurance insurance one,https://www.indeed.com/company/Wylie-ISD/jobs/Computer-Technician-eb703a4892642c2e?fccid=92f109a41e4510ab&vjs=3
Longfinch Technology,Desktop Support,"Red Oak, TX 75154",computing vdi window troubleshooting office internet troubleshooting print scanning office dell troubleshooting office troubleshooting mobile window one drive window router application packaging office microsoft window salary insurance health insurance computing io window one,https://www.indeed.com/company/Longfinch-Technology/jobs/Desktop-Support-b536a7ae9ac0ce67?fccid=81526d198cd5b816&vjs=3
National Veterinary Associates,Service Desk Technician II,"Dallas, TX",application access email research resolve base technology resolve ticketing window window window terminal application licensing troubleshooting office excel word powerpoint outlook acronis fog router wireless basic troubleshooting traverse troubleshooting basic connectivity mobile documentation customer customer base panic pressure office base box resolve pressure customer consideration color religion status sponsorship hiring eligibility,https://www.indeed.com/rc/clk?jk=11d9ed44061e2d81&fccid=aae2a27b439cadd3&vjs=3
UPPER LLC,Data center Engineer (contractor),"Dallas, TX",database sweet rack project availability form word go pay application road,https://www.indeed.com/company/UPPER-LLC/jobs/Data-Center-Engineer-c91fe6ae1a400833?fccid=fe2c9da655bd0dc8&vjs=3
Talent4health,Desktop Support Engineer,"Red Oak, TX",computing vdi window troubleshooting office internet troubleshooting print scanning office dell troubleshooting office troubleshooting mobile window one drive window router salary insurance health insurance insurance customer io window road,https://www.indeed.com/company/Talent4health/jobs/Desktop-Support-Engineer-d58f5f1f2c2df280?fccid=1485f805c429fa31&vjs=3
Univision communications inc,Director of Technology,"Dallas, TX",technology technology maintenance signal online one responsiveness customer ideal signal transmission avid edge technology atsc maintenance maintenance transmission satellite signal encoders routing console video router digital maintenance telephony telephony infrastructure basic troubleshooting maintenance infrastructure hvac electronics sbe cste pressure television transmission broadcast broadcast transmission literacy microsoft io linux automation cad avid adobe interpret design documentation drawing schematic spanish plus pto wellness insurance addition health rico proof consideration color religion status,https://www.indeed.com/rc/clk?jk=0d07787059c97c0a&fccid=a94ccb35abbf24d8&vjs=3
Cisco Systems,Technical Consulting Engineer,"Richardson, TX",cisco internet drawing customer cisco focus customer customer customer cisco digital architecture technology advanced internet technology functionality cisco customer intellectual capital customer cloud infrastructure availability customer scripting troubleshooting digital architecture technology cisco customer technology training intellectual cisco cisco customer focus differentiation customer cisco digital architecture cisco customer application troubleshooting collaboration tac technology boundary drive technology customer customer cisco drive customer ownership customer intellectual capital documentation training technology customer automation advanced customer design technology resolve filing testing escalation technology ccnp enterprise one protocol one protocol eigrp advanced wireshark flow root application linux window macos microsoft office suite one architecture architecture technology silo drive customer technology cisco cisco technology edge connect building cisco technology entertainment retail healthcare tattoo ink pop cisco health cisco customer infection resiliency cisco travel customer cisco cisco office reason,https://www.indeed.com/rc/clk?jk=a887d7382de9e494&fccid=dfc44f3b8c44a6db&vjs=3
Titan Chair LLC,Technical Support,"Carrollton, TX 75006",customer warranty titan customer warranty email customer scheduling live troubleshooting customer packaging shipping customer office customer form case solver case bonus award kpi www com pay discount pay bonus pay customer one,https://www.indeed.com/company/Titan-Chair-LLC/jobs/Technical-Support-d1a7487b04b9f810?fccid=a95c220bbb531c41&vjs=3
Pomeroy,IT Field Service Technician,"Dallas, TX",dell dell disassembly dell lcd completion record overtime comptia pressure sit twist workday record transportation travel radius pay insurance health insurance health insurance insurance comptia travel road,https://www.indeed.com/company/Pomeroy/jobs/IT-Field-Service-Technician-62035683c7e06086?fccid=e21c375a70111548&vjs=3
Velociti,"Wireless LAN Technician - Dallas, TX","Dallas, TX 75201",project wireless technology sits survey wired wireless ethernet cable travel customer project documentation dimension customer ideal technology survey basic basic basic wireless troubleshooting wired wireless wireless infrastructure ethernet microsoft office mobile computing ladder excess pound travel travel microsoft office mobile computing overtime customer availability troubleshooting travel instruction project pay insurance insurance prescription glass loan training com resume online f,https://www.indeed.com/rc/clk?jk=aa4840015b193647&fccid=38d17b7dbc52d9fc&vjs=3
Ansira,Atlassian Cloud Administrator,"Dallas, TX 75240",capture customer strategy visit com linkedin atlassian cloud administrative jira confluence c c foundation access prompt access project access project project workflow maintenance maintenance troubleshooting provision access demand jira project confluence space atlassian enterprise workflow dashboard administrative atlassian c enterprise atlassian agile base focus online basic advanced c training enterprise organization customer focus atlassian jira confluence cloud organization project advanced jira bamboo bitbucket plugin project agile atlassian suite,https://www.indeed.com/rc/clk?jk=52a05bc3d5ec7310&fccid=60e4b77a23958225&vjs=3
DTS America Corporation,IT Help Desk Technician,"Dallas, TX",finance customer one customer salary interview skype google japanese maintenance diagnose logging maintenance office customer japanese pay insurance health insurance availability consideration relocation linux aws one,https://www.indeed.com/company/DTS-America-Corporation/jobs/IT-Help-Desk-Technician-27e1d9fe0485cc43?fccid=53a98c963db9324e&vjs=3
TRESUME,Business Systems Analyst,"Dallas, TX",microsoft excel vlookup merge access database sql excel connect datasets tableau alteryx instruction capture reporting pay health insurance road,https://www.indeed.com/company/TRESUME/jobs/Business-System-Analyst-76d544d4fd128e12?fccid=8456b57e4d97ccb6&vjs=3
Legend Networking & Telecom,Help Desk Technician and Onsite Technician,"Dallas, TX 75207",cabling video security surveillance rack router battery healthcare atmosphere project texas teamwork family customer focus leadership customer telecom customer demand mail customer telecom customer demand mail advanced circuit database office application advanced access technology classification addition rack video mounting relay rack cabinet connectivity connectivity cabling schematic blueprint resolve cabling project notification basic english basic application overtime pay insurance health insurance insurance availability window one,https://www.indeed.com/company/Legend-Networking-&-Telecom/jobs/Help-Desk-Technician-Onsite-Technician-eef34a8ae1dfbbaa?fccid=ac141883a29345a8&vjs=3
"JPMorgan Chase Bank, N.A.",Lead Technology Architect,"Plano, TX",technology technology project particular design technology processing resolve technology technology inform application design technology strategy enterprise technology strategy strategy technology application flow organization design enterprise digital design technology digital digital enterprise technology architecture design kafka io design cloud digital design cloud technology technology jenkins orchestration mesh mesh architecture building technology architecture framework cloud saas enterprise application building cloud digital cloud infrastructure aws azure google cloud design technology infrastructure cloud kubernetes technology technology range project technology project project completion technology resolve conflict technology project technology one institutional government history investment processing religion color status pregnancy health health health maintenance protocol health health health record mask public health landscape base salary compensation range eligibility health health wellness childcare health coaching compensation hiring,https://www.indeed.com/rc/clk?jk=e75c20ed34141d6b&fccid=aaf3b433897ea465&vjs=3
Capgemini,Resident Engineer,"Richardson, TX",cmm cmm mop mop case status customer application troubleshooting troubleshooting escalation customer investigation customer e2e troubleshooting customer project status customer consultation drive e2e 4g architecture drive automation status customer freelancer gateway edge technology learning intelligence technology digital transformation forefront cloud digital building organization strategy technology revenue,https://www.indeed.com/rc/clk?jk=39f18a8b29fa63b4&fccid=105ecfd0283f415f&vjs=3
Vaco,Systems Engineer | 344619,"Dallas, TX",salary technology firewall cloud checkpoint meraki cisco firewall one troubleshooting firewall firewall tac customer technology technology organization chart firewall internet security checkpoint firewall customer travel reliability,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_sybMACCpf9B-677oK5j6rPldVB6BlrVvFjO_o-GJZbzuF-qh4PxErFUqfUsv_6s58ucID2fXkmwc0taS8H8w1i8NS8stTEaCNymHnP65D_0wYnPcM80kUY0olqT2RTy1cc3ZrFom3WwK77e18bNY4XcvgQklSMMOfcz39ao-apxd39yLRCQLrcQZuU6jvSRh7i-EL-VVdbUu1C8VtFpgENLsgwKVDiATPsVq5XsdMk36bHbbqAvUqkw_W1HkKwQl0eucySP_Ec52SU4EQAogCWIgqNT-HkjaEQxIGXLPQLgifuXXsAFcCyw-fx7Fax4eYri0HtL8QgkmdUv9wJnsY0QfsLvzzhR9D_uCf2tXeDy5CGTEv4mMb5GOVdOddS6JAiO1sCjizKItSaKUo7iEBY10tMI0J2Qnc7r6GEyysUwS5N8l-vbjc-7gxH5lhkomwqj1W3AafIz5BjDQQCgMM0C21z1v1v1IHjtkkPZ95MKeJAs96FxPxH1EBxKiQWU0nCoL234SHMcB_xhDgKimRDNwe43DJwfppXMuDtFKhQ==&xkcb=SoBW-_M3X8D0KBAzmT0CbzkdCdPP&p=11&fvj=0&vjs=3
CECO Environmental,"Director, IT Infrastructure and Operations","Dallas, TX 75254",technology leadership infrastructure security procurement finance itgc project project discretion strategy technology technology scorecard maintenance application infrastructure risk security protection risk assessment framework adherence licensing technology manufacturing customer azure player writing facilitation strategy licensing itil cyber plus electronics circuit application customer principle customer customer assessment customer principle modeling leadership technology application technology principle design general framework step resolve project project finish scheduling leadership coaching project one organization general form general listen word sensitivity go keying typing office flsa status travel travel,https://www.indeed.com/rc/clk?jk=22765859a723955d&fccid=9550934116105ed8&vjs=3
PROLIM Corporation,Systems Engineer,"Plano, TX",design customer application maintenance diagnose application reporting documentation application enterprise maintenance automotive application window testing troubleshooting application application powershell bash f plus organization addition customer prompt automotive r plus servicenow plus cloud security plus security adherence security instruction project status salary road,https://www.indeed.com/company/PROLIM-Corporation/jobs/System-Engineer-fbfa5fe1b92c30bb?fccid=d1153069427db18d&vjs=3
Atlas Technica,Systems Engineer - Hybrid,"Dallas, TX",technology atlas shoulder investment focus ownership intelligence customer atlas salary atlas organization visit atlas atlas texas ticketing documentation organization adherence microsoft window microsoft office mobile troubleshooting microsoft 365 online sharepoint online intune azure microsoft window citrix xenapp sophos basic virtualization vmware ip dmz routing switching firewall sit reach knee machinery application bloomberg factset connectwise suite azure aws google workspace box dropbox duo airwatch citrix xenapp carbon mimecast mail security gateway ironport basic storage virtualization nimble storage netapp emc vmware atlas religion color status status,https://www.indeed.com/rc/clk?jk=d8e8240199241938&fccid=bcfe2240a977ed54&vjs=3
American Airlines,"Product Owner/Senior Product Owner, Crew Scheduling Technology","Dallas, TX",ctr airline family travel learning scheduling strategy customer application scheduling automation scheduling contractual bargaining customer scheduling technology application collaboration drive risk automation case documentation reporting scheduling training training apa compensation training project engage organization accountability scheduling agile azure devops microsoft office word excel powerpoint outlook airline travel family reach 365 health one access health prescription visit wellness wellness one insurance discount customer foundation airline customer reach airline running,https://www.indeed.com/rc/clk?jk=4ac2fbe7f07b7cfd&fccid=b445cea762cc7d0d&vjs=3
Emonics LLC,Support Engineer,"Plano, TX 75023",4g wireless telecom 4g flow 4g handover linux salary one,https://www.indeed.com/company/Emonics/jobs/Support-Engineer-f4405ee824126390?fccid=b3b4a6a45c149841&vjs=3
American Unit Inc,Wireless test engineer,"American Unit Inc in Plano, TX 75023",4g wireless lte air processing wireless validation r validation samsung wireless validation validation customer lte ran air e2e processing customer customer case customer 4g wireless protocol troubleshooting salary insurance health insurance wireless processing air one,https://www.indeed.com/company/American-Unit-Inc/jobs/Wireless-Test-Engineer-f14535b8261236be?fccid=af6d991369e90121&vjs=3
